	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG10588	0.874875223	0.001593184	0.891537488	0.405882344	0.431197638	0.671355195	0.919569502	0.74239645	0.327051024	0.033298089	0.559011432	0.948580147	0.194130571	0.499087476	0.945222839	0.139748814	0.067998935	0.67677088	0.023201768	0.368706255
EG10591	0.062631511	0.985721778	0.022157655	0.442454576	0.378571591	0.142891161	0.059799662	0.085697453	0.344794572	0.791822316	0.265711628	0.019361449	0.632315932	0.230219298	0.01580512	0.757812933	0.633267326	0.118352847	0.800075036	0.389199336
EG10592	0.110430176	0.158644466	0.171155243	0.201601373	0.107991851	0.140926912	0.118072077	0.112342204	0.12315552	0.194568128	0.155763698	0.151175261	0.233788403	0.144033251	0.157723928	0.167652343	0.241957637	0.236083695	0.159912655	0.163278674
EG10593	0.331965227	0.205657718	0.192247223	0.364759529	0.319606527	0.35945437	0.366261925	0.167723314	0.153169752	0.19633293	0.374188897	0.408866356	0.419656685	0.410334827	0.280944432	0.127818524	0.414738367	0.305527271	0.381663071	0.195688504
EG10594	0.316109733	0.150395377	0.217864741	0.282523535	0.189817585	0.281797795	0.387864264	0.162803828	0.226880069	0.184253552	0.205343185	0.351545638	0.316026741	0.217303502	0.233878786	0.113276623	0.327802769	0.273582018	0.374229499	0.138627216
EG10595	0.500146984	0.488940109	0.638897905	0.626665181	0.440692451	0.606208911	0.481486753	0.429392525	0.514327635	0.728452098	0.570358981	0.89365981	0.80015471	0.960577413	0.850542113	0.881732846	0.69306886	0.818801059	0.904784176	0.782560897
EG10599	0.269820475	0.292523077	0.563665452	0.45569154	0.17188478	0.466480696	0.250807968	0.327545888	0.496252354	0.491384863	0.471933107	0.135759878	0.336811274	0.090417654	0.190491466	0.156748667	0.274031775	0.147371446	0.119463797	0.218231796
EG10601	0.408055529	0.35382234	0.342078821	0.296451702	0.359557947	0.450483891	0.377202039	0.473000981	0.496722197	0.440075502	0.522099239	0.482910493	0.34860114	0.462366466	0.525700985	0.36819418	0.349543162	0.414586052	0.476969896	0.319993547
EG10615	0.22648339	0.248355269	0.122593628	0.252479869	0.232724304	0.173576087	0.240199347	0.159629241	0.127073626	0.177003375	0.166951404	0.280685459	0.271196114	0.391395192	0.314108118	0.276481821	0.352158696	0.307908729	0.293198964	0.318244498
EG10616	0.175170458	0.347458681	0.053027836	0.150342612	0.116817649	0.199995753	0.109607046	0.107263798	0.127626631	0.070486006	0.065409623	0.221624015	0.279435153	0.045608947	0.117494296	0.02503026	0.146605682	0.107225152	0.276402424	0.12544622
EG10617	0.030840169	0.153119632	0.105640425	0.113219865	0.043322017	0.022764599	0.107500746	0.145663769	0.273754095	0.281741376	0.362189287	0.196066529	0.301576687	0.18688053	0.27421844	0.421732494	0.136705421	0.232849935	0.294301462	0.205929571
EG10618	0.921108542	0.932407829	0.887898023	0.970677442	0.979798109	0.937387062	0.931154177	0.990821172	0.697359801	0.842181721	0.932410964	0.960661182	0.63928789	0.926184671	0.823383322	0.590663053	0.958507888	0.919454067	0.940147551	0.917058646
EG10624	0.002489775	0.204145518	0.249455176	0.079644548	0.016098544	0.124309198	0.11046337	0.008749053	0.644865172	0.282961665	0.491440782	0.880449083	0.878920079	0.760817618	0.630317864	0.125613481	0.818355687	0.703120784	0.904270243	0.581801442
EG10632	0.26223765	0.33654069	0.334668111	0.326406105	0.190535001	0.310158161	0.268740788	0.373234864	0.191634051	0.218109498	0.334115591	0.4422263	0.426869809	0.338985484	0.229080619	0.085034697	0.335425889	0.309989033	0.351923549	0.243771573
EG10633	0.357146156	0.383567681	0.265840135	0.229274699	0.403949322	0.292623308	0.344508632	0.359307873	0.313477442	0.272585062	0.229346987	0.214654997	0.278916234	0.242704664	0.179655407	0.08493377	0.245463729	0.187115228	0.310222158	0.203734983
EG10634	0.659289868	0.449172873	0.294861268	0.541842623	0.52816886	0.437148658	0.542237609	0.654453242	0.224759403	0.366844688	0.148597393	0.316285006	0.323973873	0.408352789	0.25113777	0.131504673	0.1846255	0.377477477	0.285367959	0.212713187
EG10635	0.471085639	0.418575549	0.374225554	0.424078988	0.425194308	0.337781633	0.441937815	0.379332756	0.248209491	0.340192573	0.290355322	0.053915171	0.055423751	0.140814033	0.350003129	0.800435469	0.074270514	0.303661216	0.065054137	0.311324217
EG10636	0.989063749	0.704569109	0.405602349	0.853551428	0.923332346	0.644843545	0.765562191	0.981407932	0.32349905	0.424870729	0.453056863	0.836249983	0.815990138	0.656077485	0.478168579	0.097384858	0.795079101	0.553367558	0.839185337	0.39586052
EG10638	0.785873668	0.744856191	0.647791961	0.771923489	0.645567322	0.816251892	0.721172698	0.805929277	0.705926022	0.78039522	0.786644724	0.567641978	0.646162531	0.731045442	0.70135078	0.655297753	0.599190741	0.645210887	0.64774448	0.780385805
EG10639	0.714546246	0.766805333	0.577729902	0.768655134	0.580879852	0.809046564	0.664667316	0.817147999	0.668587701	0.753494648	0.149850077	0.296526343	0.227567266	0.198265635	0.176463592	0.19031644	0.119002674	0.226653746	0.129764547	0.177217573
EG10640	0.689827755	0.725070925	0.540736266	0.741492455	0.566277213	0.746959556	0.659125694	0.774492518	0.587553201	0.69885228	0.794998536	0.545442732	0.59500351	0.70178466	0.738781046	0.670253677	0.590871106	0.587221607	0.714650129	0.77717439
EG10641	0.755093538	0.730922707	0.563534932	0.752562318	0.537839354	0.715893159	0.715485236	0.799871901	0.69176273	0.741545881	0.326937984	0.536006581	0.490467945	0.25870876	0.32403574	0.369024931	0.34611	0.566062082	0.369352759	0.389640271
EG10642	0.789081568	0.731337397	0.592337559	0.700667384	0.563254175	0.811934566	0.699643523	0.839788845	0.712968464	0.781830187	0.716707903	0.555731975	0.649979442	0.67073669	0.677703108	0.65962493	0.676112751	0.558817451	0.691544981	0.760770979
EG10643	0.360006638	0.451662889	0.964162151	0.225155149	0.091825188	0.431349918	0.383187548	0.471412549	0.526793565	0.69600264	0.908158957	0.554081218	0.591136461	0.550086825	0.814679161	0.63627406	0.527627751	0.670119394	0.792940018	0.886897834
EG10644	0.998725956	0.869548622	0.593841787	0.967443742	0.985789263	0.878395205	0.932060594	0.99721054	0.023034681	0.69456598	0.461934071	0.088820883	0.090957543	0.198123984	0.310087358	0.908686383	0.09363177	0.310478559	0.112194873	0.403582661
EG10649	0.064029731	0.070256232	0.322363944	0.039514829	0.057363092	0.063467527	0.079746869	0.028265271	0.080818643	0.106714862	0.033047633	0.223661293	0.062075624	0.059523504	0.084013185	0.122896809	0.04716771	0.114927934	0.070262863	0.026237289
EG10651	0.23171108	0.224542697	0.166808307	0.240804604	0.216959578	0.209724781	0.253996524	0.322759733	0.129244953	0.301311058	0.47688104	0.49994756	0.565293045	0.519739124	0.520514322	0.297957091	0.40112533	0.506586379	0.511741686	0.512058682
EG10652	0.305583535	0.232567487	0.303605649	0.271714339	0.257907926	0.318984533	0.131924165	0.310871404	0.191620649	0.278593318	0.133098566	0.177229073	0.405338067	0.17312158	0.193873563	0.153400437	0.189109081	0.168279179	0.110600091	0.143865975
EG10653	0.003195438	0.031320665	0.003904318	0.020710028	0.003676179	0.008703628	0.010177925	0.003574376	0.096280264	0.016779131	0.062842099	0.042512365	0.158720783	0.08923415	0.071188201	0.033197514	0.068704541	0.049060455	0.085381472	0.065119628
EG10654	0.047007223	0.065826226	0.03918114	0.063774349	0.013260753	0.066412577	0.026326177	0.072601002	0.169695874	0.057635753	0.066630463	0.020487322	0.081879549	0.045220371	0.044056294	0.074271245	0.033837989	0.023452316	0.063290124	0.033959035
EG10655	0.011510218	0.023566993	0.012218197	0.028370729	0.006772784	0.027589382	0.010841873	0.025546385	0.107057696	0.018791994	0.02599483	0.004322243	0.008704884	0.036013043	0.03262869	0.072753289	0.01858431	0.008251992	0.012923746	0.043779583
EG10659	0.232976422	0.141490027	0.138412769	0.210903041	0.198137577	0.246454855	0.249231656	0.244760876	0.108946421	0.117710886	0.267066508	0.251693787	0.35621466	0.249176274	0.313826706	0.116844247	0.346601853	0.272146762	0.267268228	0.169308903
EG10660	0.933542818	0.966596024	0.502414974	0.592984968	0.958153435	0.808867461	0.911577569	0.974603371	0.39747853	0.543279005	0.878156964	0.897613769	0.73827607	0.713277019	0.884698461	0.85614497	0.912220097	0.844517082	0.909726519	0.745024019
EG10661	0.92673369	0.952665372	0.381169214	0.504959371	0.956871026	0.769215454	0.877414544	0.974390472	0.375072246	0.328679468	0.870986031	0.905532294	0.656960135	0.801593417	0.917799878	0.800552695	0.924066582	0.869368326	0.909793246	0.731256812
EG10664	0.123846382	0.272332674	0.090173306	0.116840269	0.265067161	0.395710815	0.156708358	0.097826923	0.203278099	0.09035125	0.207845572	0.256488635	0.230950535	0.293055426	0.148093219	0.051720843	0.317863964	0.206780296	0.225703172	0.222796106
EG10665	0.944869994	0.916560784	0.781560986	0.895340853	0.943051609	0.887156383	0.914977475	0.926192806	0.56854645	0.808419405	0.242664523	0.221038229	0.118433013	0.118969074	0.086452638	0.002929111	0.249527327	0.089431729	0.191647064	0.05727146
EG10670	0.111840967	0.133318706	0.059961035	0.038422217	0.016425865	0.057614165	0.131515403	0.013874745	0.089112671	0.186503614	0.123096402	0.176359848	0.102196598	0.100448644	0.410656435	0.334023102	0.244018543	0.194341064	0.191656897	0.148167445
EG10671	0.794472136	0.623261043	0.702185897	0.706908455	0.688454686	0.753865981	0.749320049	0.663134862	0.609803269	0.707481611	0.672588025	0.618858106	0.580339195	0.68945179	0.228599808	0.567721527	0.451146718	0.553329548	0.548032404	0.616760407
EG10672	0.3106985	0.175535376	0.280423793	0.300098812	0.193332364	0.208362683	0.302630592	0.322015601	0.132219659	0.190994481	0.320815909	0.228229788	0.268938787	0.226180721	0.244688208	0.462032393	0.236113132	0.227668151	0.357779663	0.352810896
EG10674	0.293263287	0.954619232	0.687839634	0.707362183	0.50271568	0.439383529	0.447242036	0.014086075	0.176083956	0.712612812	0.97075856	0.802798231	0.980419799	0.985278475	0.000744	0.137391442	0.237161145	0.35206517	0.271145034	0.840076244
EG10675	0.311728847	0.948509158	0.600384236	0.646060243	0.337326402	0.385645294	0.323065497	0.010328665	0.110612094	0.623954309	0.012639248	0.267752563	0.009223138	0.012199029	0.999999998	0.998492473	0.972388022	0.957923038	0.977166458	0.07215311
EG10676	0.357986279	0.934802949	0.554751959	0.659597344	0.37856538	0.503253919	0.240826422	0.018682945	0.213841081	0.72722265	0.052991836	0.260133635	0.022487957	0.022050412	0.998168125	0.869994148	0.670601684	0.660676981	0.749360674	0.117680356
EG10678	0.27408412	0.940434665	0.594237941	0.613039874	0.368697175	0.491968787	0.37628651	0.010497966	0.17822616	0.670216855	0.079964879	0.256760641	0.036586282	0.010520788	0.999099133	0.889131431	0.829273943	0.728434102	0.823325583	0.11731142
EG10679	0.997456576	0.840031439	0.728753473	0.935271383	0.978803441	0.860730374	0.85922696	0.996379141	0.355085562	0.787310546	0.500817862	0.888922372	0.895797745	0.764604287	0.619477097	0.079847175	0.789138269	0.688484031	0.886230251	0.503500944
EG10680	0.879822642	0.733151898	0.854808546	0.78464188	0.909277033	0.8548795	0.733189304	0.958744619	0.782380985	0.702042462	0.526740749	0.439216106	0.502273647	0.398250541	0.390409448	0.46972794	0.244602688	0.34594256	0.290477262	0.480550864
EG10681	0.990274953	0.75015455	0.415400958	0.810668354	0.91992347	0.665401819	0.690463744	0.982685164	0.289541302	0.384422139	0.20247461	0.763470501	0.682619782	0.433613307	0.198033285	0.000828	0.561651989	0.294136436	0.820541078	0.097517546
EG10688	0.807202651	0.007766168	0.992794553	0.334858358	0.628337953	0.122995071	0.963025911	0.982115379	0.101807405	0.584534043	0.517020479	0.661253441	0.676135467	0.779305506	0.894017071	0.991451236	0.779518098	0.893065571	0.619131594	0.917984933
EG10691	0.766507639	0.712478116	0.47406064	0.827413963	0.892751694	0.632817506	0.684590366	0.973947152	0.276443725	0.414705969	0.260682794	0.900413389	0.648067803	0.974884631	0.785234712	0.099826322	0.222644908	0.883465684	0.901749567	0.948404668
EG10699	0.089132044	0.900264487	0.003491244	0.323213829	0.224763227	0.450586791	0.019259136	0.033546892	0.609654993	0.309494832	0.575050771	0.443775374	0.396294895	0.138886059	0.169733057	0.014456284	0.311603166	0.160096841	0.422921001	0.128026595
EG10701	0.598068362	0.471028251	0.183698329	0.642289477	0.677156934	0.578298505	0.473977026	0.32647059	0.433087986	0.318226422	0.295763689	0.212516433	0.342771951	0.367493207	0.311215983	0.232522398	0.278890421	0.299071088	0.313390377	0.260826358
EG10703	0.409890558	0.724567915	0.192606225	0.392523408	0.352835745	0.465074022	0.238919479	0.298144125	0.339343848	0.343329721	0.640332391	0.258397279	0.295614175	0.217875003	0.239808463	0.340562286	0.213605397	0.284162984	0.281583319	0.340181762
EG10713	0.765428603	0.960838054	0.056763301	0.170257047	0.900706949	0.661071891	0.738435705	0.938632608	0.058849691	0.081882729	0.792695383	0.782136756	0.188855609	0.434570775	0.951641533	0.906890131	0.843470378	0.748514383	0.796298687	0.241208639
EG10714	0.789427608	0.953749622	0.129709099	0.198477712	0.909072897	0.744079531	0.755228563	0.943642413	0.055604744	0.130649739	0.143700546	0.219179396	0.826070212	0.50564096	0.028454762	0.057423361	0.242620918	0.149247411	0.200831241	0.680704394
EG10715	0.840170763	0.979950786	0.010461647	0.037931107	0.949599916	0.698559638	0.819223683	0.966391644	0.003084997	0.030486784	0.77824421	0.771469909	0.146818994	0.428774286	0.9632168	0.908529682	0.877821148	0.820230204	0.869344195	0.365320179
EG10716	0.296467579	0.847604415	1.21E-05	0.000469	0.700626893	0.110964626	0.1825467	0.767278914	3.62E-08	1.31E-05	0.806588187	0.736784514	0.193769519	0.398909394	0.96004709	0.924961968	0.836637177	0.841381978	0.794957203	0.294246848
EG10718	0.800962555	0.965759228	0.054909567	0.171803996	0.94134397	0.702368765	0.825657861	0.947741792	0.072639674	0.132634299	0.356760848	0.295490462	0.000752	0.010436848	0.816862577	0.598955689	0.499136005	0.318910813	0.464899626	0.000791
EG10719	0.783653219	0.96762846	0.13549978	0.185908778	0.943345346	0.752857042	0.745984662	0.958281371	0.049256536	0.155374377	0.80128416	0.743052154	0.09139658	0.457182497	0.961108696	0.901504751	0.882455646	0.857344711	0.850793874	0.268063702
EG10720	0.767320564	0.968943036	0.117136083	0.16261378	0.921520855	0.744282015	0.790328496	0.954181049	0.045455168	0.180497712	0.81498355	0.819979884	0.179415728	0.587133025	0.957012438	0.914240492	0.890320286	0.811024153	0.866038143	0.307014466
EG10721	0.550653849	0.917090926	0.003070174	0.001603396	0.880086995	0.410998839	0.469735203	0.914179229	0.00132542	0.018557719	0.707426573	0.724623431	0.114872182	0.446683449	0.942802103	0.866399464	0.803222544	0.758579765	0.725883139	0.233197402
EG10722	0.733887185	0.941945902	0.105541516	0.078790611	0.909730963	0.660314154	0.655887948	0.933044233	0.099626644	0.107768447	0.721216094	0.795509437	0.198460071	0.409529351	0.960510076	0.934127074	0.831920914	0.770183784	0.843148633	0.283533217
EG10723	0.843188403	0.972135482	0.161036772	0.366020502	0.945462685	0.785442003	0.860931344	0.967960554	0.036593539	0.214379963	0.777073422	0.761041159	0.178760738	0.390131811	0.95796376	0.904300444	0.803078812	0.817572538	0.820059383	0.393382178
EG10724	0.755837766	0.963386802	0.098616078	0.156633925	0.928441226	0.655569924	0.729931089	0.94122364	0.024085435	0.117545142	0.736448666	0.661782624	0.126177554	0.391524681	0.92602224	0.890719281	0.740266873	0.683983476	0.751609703	0.266529318
EG10725	0.798189201	0.96369707	0.169515106	0.200816499	0.922198657	0.692942562	0.699202565	0.948975041	0.050223931	0.184388567	0.818258764	0.787278093	0.253268324	0.533643671	0.965762426	0.924137945	0.872671983	0.864637184	0.847662654	0.411582279
EG10727	0.846558759	0.968840191	0.088239097	0.180662837	0.93819542	0.751881999	0.808363256	0.95803939	0.033364703	0.259200537	0.707662145	0.703983746	0.165244701	0.371680915	0.93247	0.869884568	0.763284143	0.755773215	0.796918022	0.221149748
EG10728	0.573122918	0.892733924	0.036345387	0.046001401	0.811875515	0.453667598	0.547345554	0.850026116	0.016754295	0.031355753	0.571438324	0.543882222	0.067755905	0.177154755	0.877261513	0.775034662	0.707128651	0.59751526	0.657083933	0.139635843
EG10729	0.782418056	0.963283081	0.091522471	0.146643239	0.924850999	0.692585945	0.755467608	0.94083063	0.032562336	0.187290789	0.814303626	0.712291405	0.135353073	0.395463246	0.952991527	0.900580432	0.81423501	0.80369871	0.755511008	0.182660623
EG10733	0.836576335	0.973058027	0.156016092	0.160668707	0.932623041	0.689274018	0.817212137	0.952309536	0.05135945	0.090122103	0.791053185	0.750742057	0.185046031	0.315057864	0.959293647	0.896855369	0.864973594	0.777212782	0.835945184	0.241895084
EG10734	0.82064259	0.874901715	0.58851107	0.657686226	0.853327185	0.82285959	0.788718047	0.86201804	0.363213331	0.600355652	0.494782852	0.179461346	0.060201311	0.170642436	0.492646048	0.856441013	0.281973282	0.291232926	0.239293752	0.286769456
EG10735	0.788685028	0.840216602	0.465332795	0.584232978	0.875001226	0.735122915	0.796858765	0.865166002	0.389665014	0.506824206	0.658228362	0.570351327	0.38737441	0.453178958	0.643600025	0.670847245	0.622070055	0.730020669	0.62249971	0.580593363
EG10746	0.926945024	0.985748843	0.001350885	0.077864827	0.972445404	0.587106206	0.894228355	0.979445598	0.001187389	0.005274108	0.981376681	0.976968799	0.702207133	0.786433434	0.994976404	0.987873592	0.980104674	0.977643006	0.980926024	0.679437387
EG10754	0.864634428	0.530713177	0.777859652	0.837808985	0.801994138	0.676704778	0.681435897	0.807669927	0.652977906	0.787215008	0.735925071	0.883669679	0.778987899	0.678859668	0.753335235	0.397411758	0.819478211	0.798135139	0.728625199	0.627638411
EG10757	0.380440191	0.366354568	0.247997485	0.338567419	0.320878573	0.353025624	0.384964492	0.363189225	0.349167858	0.248344885	0.229366572	0.181337398	0.201433768	0.275760365	0.188383475	0.15874588	0.192040197	0.206333595	0.198259046	0.319060586
